start_date,end_date,days,strategy_return,fund_return,tmt_return,excess_vs_fund,excess_vs_tmt
2025-05-24,2026-05-22,242,0.691459608491025,nan,0.9486174469278015,nan,-0.25715783843677653
2025-06-03,2026-05-22,236,0.6063421419463662,2.3804437140509447,0.9556447900148346,-1.7741015721045785,-0.34930264806846845
2025-07-01,2026-05-22,216,0.5633460699623332,1.876923076923077,0.8041953751769704,-1.3135770069607438,-0.2408493052146372
2025-08-01,2026-05-22,193,0.5061477897400639,1.4072557050906962,0.6906303342266089,-0.9011079153506323,-0.184482544486545
2025-09-01,2026-05-22,172,0.4089746504118923,0.6812423375561911,0.3231157378887406,-0.27226768714429883,0.0858589125231517
2025-10-09,2026-05-22,150,0.39444540205967904,0.547198194810079,0.22311873538322735,-0.1527527927504,0.1713266666764517
2025-11-03,2026-05-22,133,0.3543861871984404,0.5595147839272177,0.2928991981711133,-0.20512859672877726,0.06148698902732708
2025-12-01,2026-05-22,113,0.34861534029682306,0.6196850393700786,0.3550137518430305,-0.2710696990732555,-0.006398411546207461
2026-01-05,2026-05-22,90,0.1583791435083004,0.4774645358233076,0.260381501213208,-0.3190853923150072,-0.10200235770490762
